Id,Label
4239551,2
4248211,2
4265011,2
4265721,2
4282171,2
4300791,2
4305181,2
4341601,2
4390331,2
4432331,2
4450541,2
4458621,2
4491811,2
4515891,2
4517951,2
4529871,2
4611891,2
4615341,2
4644991,2
4833701,2
4834711,2
4886671,2
4898301,2
4899651,2
4900391,2
4913781,2
4926541,2
4937061,2
4970411,2
5026991,2
5139801,2
5141841,2
5145071,2
5190371,2
5350802,2
5379272,2
5382082,2
5385802,2
5386262,2
5392032,2
5392522,2
5402612,2
5404752,2
5405752,2
5408512,2
5409972,2
5438322,2
5447192,2
5468322,2
5469132,2
5469862,2
5472052,2
5473832,2
5474222,2
5474512,2
5474522,2
5477342,2
5513002,2
5515152,2
5516892,2
5524952,2
5529162,2
5539902,2
5555342,2
5556372,2
5561562,2
5571722,2
5603772,2
5627022,2
5644772,2
5668662,2
5691392,2
5693942,2
5695632,2
5741722,2
5744772,2
5746452,2
5749002,2
5751952,2
5753932,2
5763262,2
5770442,2
5777632,2
5778702,2
5781452,2
5820162,2
5839412,2
5839642,2
5849252,2
5862962,2
5879192,2
5880402,2
5924032,0
5931862,0
5933322,2
5934022,0
5936892,0
5944152,2
5950872,2
5971382,2
5971922,0
5976502,2
5977112,2
5990782,2
5997982,2
6013272,2
6017542,2
6021962,2
6039302,2
6065452,2
6073052,2
6077902,2
6097862,2
6107422,2
6110982,2
6111852,2
6124022,2
6134882,2
6165082,2
6203722,2
6210832,2
6211072,2
6214132,2
6247272,2
6262812,2
6267962,2
6272332,2
6284342,2
6300892,2
6319322,2
6320792,2
6321192,2
6365102,2
6389182,2
6393032,2
6394672,2
6417552,2
6426052,2
6433472,2
6451342,2
6452622,2
6452722,2
6481042,2
6499252,2
6509832,2
6529442,2
6529922,2
6532982,2
6587692,2
6607082,2
6617982,2
6655612,2
6669972,2
6677272,2
6692952,2
6700382,2
6701212,2
6708362,2
6721192,2
6730222,2
6731372,2
6743412,2
6746612,2
6751172,2
6753462,2
6779742,2
6782762,2
6798482,2
6857872,2
6872422,2
6880882,2
6929332,2
6931722,2
6945382,2
6995532,2
6996062,2
6999252,2
7007182,2
7012902,2
7015032,2
7027112,2
7064312,2
7068302,2
7072122,2
7074132,2
7075532,2
7075972,2
7078452,2
7101952,2
7130972,2
7132522,2
7138532,2
7144282,2
7163202,2
7179562,2
7189942,2
7208242,2
7214472,2
7219262,2
7227522,2
7227662,2
7248362,2
7259302,2
7261612,2
7276862,2
7278462,2
7290572,2
7295402,2
7301112,2
7304322,2
7309052,2
7313362,2
7330512,2
7349062,2
7365162,2
7389052,2
7395552,2
7396542,2
7401212,2
7415132,2
7420282,2
7424642,2
7426632,2
7429102,2
7433632,2
7490462,2
7492812,2
7494942,2
7496742,2
7544762,2
7567872,2
7568942,2
7573442,2
7587032,2
7591572,2
7614152,2
7618122,2
7619982,2
7621902,2
7622102,2
7633482,2
7687982,2
7694282,2
7703052,2
7705112,2
7716692,2
7737022,2
7739282,2
7744592,2
7748312,2
7756672,2
7765802,2
7766032,2
7768402,2
7771842,2
7792302,2
7794142,2
7807292,2
7811082,2
7816702,2
7824452,2
7829912,2
7830362,2
7848802,2
7860902,2
7885302,2
7890622,2
7891892,2
7894512,2
7899292,2
7920212,2
7940822,2
7941592,2
7950832,2
7962452,0
7964842,2
7972552,2
7974682,2
7976742,2
7980272,2
7983122,2
7992112,2
7993262,2
7994912,2
7998482,2
8014632,2
8016272,2
8017472,2
8036392,2
8038972,2
8039552,2
8040282,2
8057892,2
8065982,2
8108972,2
8116572,2
8129032,2
8131272,2
8132462,2
8160502,2
8172972,2
8192222,2
8197942,2
8216772,2
8220582,2
8240782,2
8253162,2
8275012,2
8276952,2
8302562,2
8308222,2
8315692,2
8350442,2
8369312,2
8373192,2
8376792,2
8386892,2
8404572,2
8404632,2
8431352,2
8431652,2
8440712,2
8450132,2
8474072,0
8475532,2
8493192,2
8524102,2
8526952,2
8539602,2
8548612,2
8552982,0
8566162,2
8617282,2
8619542,2
8622212,2
8627002,2
8634382,2
8642882,2
8715542,2
8719302,2
8723552,2
8736882,2
8749832,2
8757452,2
8792282,2
8793352,2
8795772,2
8823442,2
8838082,2
8839122,2
8839632,2
8859092,2
8860712,2
8861112,2
8861182,2
8861712,2
8866822,2
8883172,2
8889522,2
8906922,2
8914942,2
8932272,2
8935052,2
8940342,2
8941562,2
8953122,2
8960282,2
8973062,2
9003842,2
9006272,2
9017192,2
9020412,2
9020932,2
9039792,2
9056282,2
9060562,2
9078112,2
9100032,2
9108952,2
9116332,2
9130702,2
9178952,2
9196892,2
9232922,2
9267212,2
9279912,2
9280092,2
9284692,2
9296352,2
9300262,2
9301242,2
9301402,2
9301552,2
9310882,2
9311112,2
9335362,2
9358532,2
9374422,2
9376172,2
9376622,2
9405632,2
9466892,2
9470802,2
9489852,2
9510372,2
9510862,2
9521212,2
9546212,2
9549942,2
9567972,2
9569452,2
9601512,2
9606552,2
9614422,2
9627102,2
9630542,2
9631952,2
9673082,2
9698932,2
9717222,2
9721292,2
9724772,2
9726032,2
9726392,2
9733542,2
9749012,2
9763482,0
9782772,2
9783422,2
9787242,2
9820222,2
9821342,2
9825432,2
9834992,2
9835042,2
9867772,2
9874942,2
9887252,2
9893262,2
9894602,2
9894762,2
9898272,2
9915312,2
9922672,2
9923582,2
9931932,2
9964382,2
10001212,2
10054182,2
10084232,2
10085312,2
10104902,2
10118982,2
10133512,2
10144832,2
10171122,2
10184652,2
10186122,2
10196372,2
10196742,2
10198072,2
10207502,2
10223142,2
10243022,2
10252962,2
10253012,2
10282862,2
10289462,2
10294982,2
10308452,2
10319952,2
10322132,2
10334342,2
10335822,2
10362072,2
10398432,2
10403372,2
10424512,2
10430722,2
10454222,2
10474242,2
10482452,2
10489372,2
10507282,2
10520042,2
10539322,2
10541292,2
10596282,2
10637002,2
10642092,2
10648022,2
10666062,2
10669662,2
10717952,2
10766812,2
10766912,2
10772972,2
10774082,2
10775362,2
10778572,2
10796522,2
10796702,2
10815492,2
10818272,2
10836362,2
10837652,2
10891492,2
10891622,2
10906212,2
10955942,2
10979382,2
11025932,2
11036972,2
11037602,2
11040222,2
11067082,2
11076222,2
11090682,2
11092292,2
11104872,2
11105572,2
11107172,2
11109032,2
11109152,2
11136312,2
11154512,2
11162592,2
11176902,2
11178672,2
11187462,2
11256622,2
11265142,2
11271382,2
11272022,2
11275542,2
11279692,2
11283422,2
11283642,2
11284052,2
11319392,2
11333452,2
11347222,2
11389802,2
11394562,2
11397282,2
11435642,2
11442052,2
11445662,2
11450572,2
11454572,2
11490472,2
11540552,2
11551482,2
11567702,2
11581352,2
11584522,2
11586452,2
11609972,2
11611902,2
11615682,2
11616202,2
11621822,2
11622712,2
11630032,2
11639692,2
11659512,2
11674792,2
11715042,2
11717102,2
11724882,2
11732962,2
11737492,2
11744152,2
11763132,2
11771512,2
11782232,2
11783502,2
11784312,2
11809452,2
11809652,2
11811702,2
11844232,2
11856032,2
11856882,2
11856892,2
11857072,2
11861072,2
11862562,2
11866582,2
11883722,2
11885662,2
11888932,2
11891962,2
11912822,2
11917342,2
11918372,2
11925472,2
11926772,2
11928242,2
11946722,2
11961142,2
11982802,2
11985732,2
11999982,2
12001182,2
12004852,2
12014232,2
12055942,2
12072102,2
12091872,2
12112272,2
12125182,2
12133382,2
12134692,2
12136922,2
12137002,2
12137172,2
12162082,2
12171632,2
12193342,2
12195412,2
12199652,2
12219162,2
12245062,2
12247852,2
12253342,2
12256592,2
12258442,2
12263542,2
12267642,2
12272322,2
12273032,2
12279412,2
12279942,2
12289162,2
12298942,2
12301832,2
12330752,2
12331382,2
12338402,2
12363182,2
12364782,2
12365662,2
12373612,2
12381202,2
12385102,2
12411712,2
12412802,2
12424312,2
12426492,2
12475032,2
12483442,2
12507272,2
12513472,2
12554542,2
12565812,2
12571012,2
12575462,2
12579352,2
12591732,2
12609722,2
12622882,2
12626212,2
12644662,2
12646732,2
12648862,2
12660962,2
12665102,2
12669632,2
12670512,2
12687632,2
12710342,2
12716032,2
12738892,2
12750422,2
12768112,2
12774572,2
12799632,2
12811472,2
12811952,2
12814702,2
12818912,2
12848142,2
12859152,2
12876972,2
12880492,2
12891382,2
12902352,2
12916762,2
12922272,2
12922452,2
12933012,2
12933742,2
12952842,2
12962522,2
12971532,2
12978042,2
12980002,2
12986172,2
12988112,2
12989402,2
13000872,2
13002112,2
13028322,2
13049362,2
13064722,2
13108822,2
13115682,2
13121172,2
13123182,2
13130712,2
13133622,2
13139952,2
13142222,2
13145242,2
13160892,2
13165482,2
13169552,2
13171062,2
13180132,2
13188112,2
13209352,2
13215382,2
13267172,2
13283002,2
13298432,2
13324852,2
13329732,2
13352392,2
13354232,2
13359432,2
13394782,2
13402932,2
13404292,2
13415972,2
13458542,2
13472812,2
13473012,2
13475802,2
13480092,2
13493302,2
13494442,2
13501922,2
13518952,2
13524182,2
13544232,2
13566292,2
13568912,2
13570282,2
13575602,2
13598462,2
13634542,2
13654822,2
13657922,2
13658092,2
13706032,2
13708922,2
13728662,2
13753532,2
13780252,2
13792562,2
13807882,2
13838562,2
13846392,2
13850422,2
13856472,2
13862542,2
13873372,2
13885082,2
13885772,2
13894852,2
13896082,2
13900252,2
13901282,2
13910032,2
13914392,2
13915612,2
13916472,2
13918492,2
13951732,2
13953642,2
13960902,2
13982892,2
13992132,2
14021872,2
14046504,2
14048356,2
14048770,2
14049972,2
14051384,2
14052448,2
14053495,2
14054953,2
14055508,2
14057429,2
14057737,2
14060717,2
14061771,2
14062808,2
14063661,2
14066024,2
14067790,2
14069285,2
14070906,2
14072092,2
14072631,2
14073022,2
14073885,2
14075928,2
14077958,2
14078417,2
14081995,2
14082108,2
14082112,2
14082239,2
14084096,2
14084147,2
14084457,2
14085040,2
14085070,2
14085099,2
14085290,2
14085549,2
14089839,2
14090906,2
14091206,2
14098433,2
14098607,2
14100592,2
14100859,2
14101366,2
14101483,2
14101527,2
14105071,2
14106702,2
14107192,2
14107523,2
14110996,2
14111338,2
14112118,2
14112145,2
14116283,2
14117088,2
14119845,2
14119853,2
14123301,2
14124991,2
14125226,2
14125938,2
14126722,2
14127420,2
14129623,2
14130785,2
14131599,2
14133154,2
14133964,2
14134526,2
14135350,2
14135426,2
14139469,2
14141562,2
14143296,2
14143601,2
14144856,2
14146572,2
14146966,2
14149665,2
14150186,2
14151096,2
14154377,2
14155179,2
14155736,2
14158500,2
14162136,2
14162962,2
14164641,2
14165677,2
14166535,2
14166667,2
14166746,2
14166805,2
14167098,2
14167388,2
14168196,2
14170285,2
14171399,2
14172948,2
14173315,2
14173930,2
14175796,2
14175886,2
14176548,2
14177553,2
14178225,2
14180038,2
14180105,2
14180216,2
14180671,2
14181066,2
14183542,2
14186393,2
14187301,2
14187770,2
14188527,2
14189386,2
14189683,2
14189691,2
14189931,2
14190948,2
14191589,2
14192329,2
14194879,2
14195611,2
14199979,2
14200842,2
14201721,2
14202065,2
14202093,2
14202166,2
14203269,2
14204133,2
14204347,2
14204848,2
14205127,2
14205223,2
14205312,2
14205490,2
14205680,2
14206115,2
14209790,2
14209883,2
14210439,2
14210672,2
14211035,2
14211077,2
14211298,2
14212023,2
14213268,2
14213811,2
14215842,2
14216111,2
14216251,2
14216438,2
14217966,2
14218303,2
14218361,2
14221035,2
14221482,2
14221620,2
14223107,2
14225963,2
14226761,2
14227597,2
14227842,2
14228091,2
14228922,2
14229632,2
14231814,2
14233512,2
14235543,2
14236195,2
14236800,2
14238194,2
14243582,2
14245232,2
14245881,2
14246782,2
14247236,2
14247318,2
14251510,2
14251962,2
14253400,2
14253694,2
14253733,2
14253903,2
14254049,2
14259752,2
14260758,2
14261329,2
14262590,2
14267464,2
14268323,2
14268439,2
14268564,2
14268639,2
14268812,2
14270069,2
14270422,2
14270650,2
14271706,2
14273948,2
14276654,2
14278608,2
14280826,2
14280911,2
14282697,2
14287447,2
14288123,2
14290370,2
14293310,2
14294672,2
14294848,2
14295607,2
14295976,2
14296157,2
14296270,2
14296548,2
14298769,2
14299782,2
14300436,2
14303737,2
14304462,0
14304836,2
14305399,0
14305530,2
14306228,2
14307764,2
14308959,2
14312759,2
14313633,2
14313750,2
14313809,2
14314963,2
14315453,2
14315961,2
14318042,2
14324200,2
14327663,2
14328161,2
14329596,2
14329606,2
14330741,2
14331649,2
14333167,2
14334487,2
14336851,2
14336920,2
14337810,2
14341655,2
14343689,2
14344879,2
14345062,2
14345113,2
14345812,2
14346664,2
14346762,2
14348157,2
14348272,2
14348392,2
14348458,2
14352556,2
14353874,2
14354096,2
14354402,2
14355610,2
14356172,2
14356571,2
14356740,2
14357021,2
14361980,2
14362404,2
14364337,2
14365846,2
14369845,2
14372270,2
14372597,2
14372828,2
14373760,2
14377839,2
14379164,2
14381370,2
14384607,2
14387145,2
14387419,2
14387979,2
14389581,2
14390627,2
14391096,2
14392338,2
14393682,2
14396555,2
14397298,2
14400910,2
14401616,2
14401698,2
14402269,2
14403430,2
14403637,2
14403857,2
14404788,2
14408040,2
14408705,2
14408999,2
14412533,2
14413466,2
14414229,2
14416288,2
14416843,2
14417082,2
14417174,2
14418975,2
14421337,2
14424716,2
14424975,2
14425872,2
14426048,2
14426130,2
14426487,2
14427115,2
14430522,2
14432483,2
14433127,2
14433917,2
14434063,2
14434693,2
14435027,2
14437890,2
14437914,2
14439580,2
14443412,2
14445487,2
14448017,0
14448750,2
14450502,2
14451083,2
14452209,0
14452251,2
14452955,2
14454492,2
14454814,2
14455321,2
14455829,2
14456422,2
14457336,2
14457638,2
14457932,2
14461067,2
14463815,2
14464925,2
14469996,2
14473955,2
14478260,2
14479164,2
14480378,2
14481986,2
14483949,2
14485579,2
14488030,2
14491986,2
14494227,2
14496320,2
14499605,2
14502320,2
14503017,2
14504279,2
14504304,2
14506635,2
14511951,2
14512004,2
14513611,2
14515169,2
14515799,2
14517394,2
14517538,2
14521768,2
14521926,2
14521979,2
14523280,2
14526445,2
14529013,2
14529776,2
14529836,2
14529929,2
14530228,2
14531282,2
14531629,2
14531815,2
14532794,2
14533791,2
14533816,2
14534066,2
14535500,2
14536402,2
14536590,2
14538268,2
14538507,2
14539213,2
14542977,2
14542994,2
14544398,2
14544720,2
14545278,2
14545448,2
14546800,2
14547305,2
14547699,2
14548529,2
14548611,2
14549411,2
14550760,2
14550855,2
14551262,2
14551644,2
14552471,2
14553297,2
14553761,2
14555131,2
14555282,2
14559545,2
14560373,2
14561495,2
14563047,2
14565056,2
14566366,0
14568788,2
14570525,2
14573964,2
14574055,2
14574167,2
14574217,2
14574475,2
14574536,2
14575130,2
14575439,2
14576305,2
14576926,2
14577821,2
14579652,2
14579795,2
14580585,2
14582087,2
14583866,2
14584922,2
14585825,2
14586497,2
14588748,2
14589340,0
14591563,2
14592679,2
14594816,2
14595182,2
14596470,2
14597559,2
14598175,2
14599941,2
14600832,0
14602259,2
14603016,2
14603400,2
14605358,2
14605616,2
14606196,2
14608764,2
14610429,2
14610604,2
14614374,2
14616404,2
14616610,2
14617734,2
14617868,2
14617916,2
14619119,2
14622694,2
14630230,2
14630261,2
14632610,2
14632689,2
14635429,2
14636374,2
14638232,2
14640053,2
14640845,2
14640904,2
14641347,2
14641392,2
14642495,2
14647090,2
14647158,2
14649981,2
14651519,2
14652467,2
14654897,2
14655437,2
14657881,2
14662569,2
14662985,2
14665815,2
14665914,2
14668111,2
14668371,2
14670431,2
14672963,2
14676527,2
14676563,2
14676648,0
14676765,2
14677751,2
14677919,2
14678355,2
14679970,2
14679972,2
14680556,2
14680568,2
14682445,2
14683188,2
14683712,2
14684162,2
14685782,2
14685855,2
14685924,2
14689467,2
14690245,2
14702119,2
14702237,2
14703547,2
14703552,2
14704278,2
14704729,2
14707322,2
14707794,2
14708212,2
14709515,2
14710395,2
14711395,2
14712659,2
14717197,2
14717673,2
14719443,2
14720422,2
14722676,2
14726230,2
14726765,2
14727984,2
14739582,2
14739737,2
14740572,2
14745413,2
14745448,2
14745988,2
14746423,2
14747171,2
14747206,2
14747825,2
14750476,2
14751525,2
14752191,2
14752268,2
14753225,2
14753665,2
14754669,2
14756122,2
14758527,2
14761966,2
14763503,2
14763505,2
14763788,2
14764149,2
14764187,2
14764605,2
14764623,2
14765010,2
14765022,2
14765253,2
14768116,2
14768759,2
14769495,2
14774076,2
14774479,2
14774513,2
14775466,2
14776074,2
14776273,2
14777914,2
14779418,2
14780824,2
14780915,2
14782243,2
14782782,2
14783447,2
14784064,2
14784624,2
14786051,2
14787206,2
14788104,2
14788618,2
14789468,2
14790524,2
14791643,2
14792049,2
14792263,2
14792720,2
14793399,2
14794660,2
14794824,2
14796340,2
14800821,2
14801863,2
14802013,2
14803485,2
14804509,2
14804672,2
14804841,2
14804898,2
14805088,2
14808213,2
14808307,2
14808309,2
14810054,2
14811111,2
14812712,2
14813068,2
14814141,2
14815151,2
14816130,2
14816446,2
14817097,2
14817102,2
14817760,2
14817786,2
14819246,2
14820509,2
14821736,2
14822927,2
14823212,2
14824140,2
14826029,2
14826135,2
14827284,2
14827639,2
14828103,2
14828860,2
14828950,2
14832286,2
14832870,2
14833188,2
14833394,2
14834002,2
14834229,2
14834340,2
14834573,2
14835609,2
14836055,2
14836243,2
14839034,2
14839085,2
14843129,2
14844867,2
14848968,2
14849301,2
14850319,2
14851523,2
14852189,2
14853231,2
14853298,2
14855822,2
14855919,2
14855972,2
14857413,2
14857433,2
14858646,2
14859882,2
14861368,2
14862190,2
14862668,2
14863355,2
14864105,2
14869615,2
14870078,2
14870670,2
14871781,2
14871999,2
14873618,2
14874078,2
14875084,2
14878335,2
14880519,2
14881049,2
14882215,2
14884161,2
14885398,2
14885522,2
14886095,2
14886453,2
14887815,2
14888044,2
14888597,2
14889619,2
14891816,2
14892203,2
14897840,2
14899399,2
14900061,2
14904688,2
14905663,2
14908048,2
14908490,2
14911886,2
14914005,2
14914612,2
14922908,2
14923457,2
14923847,2
14924757,2
14926475,2
14928662,2
14930609,2
14930782,2
14934284,2
14935561,2
14936428,2
14936746,2
14938571,2
14940354,2
14940723,2
14941009,2
14941817,2
14944055,2
14944417,2
14944543,2
14945056,2
14946567,2
14948818,2
14949738,2
14955722,2
14956372,2
14956411,2
14957147,2
14957318,2
14957625,2
14959741,2
14961844,2
14962437,2
14962779,2
14962957,2
14963191,2
14963651,2
14964704,2
14965213,2
14966105,2
14966710,2
14967459,2
14968867,2
14972048,2
14972849,2
14972897,2
14972901,2
14972914,2
14973106,2
14973795,2
14974901,2
14976142,2
14976849,2
14977429,2
14979481,2
14979777,2
14980783,2
14982279,2
14982679,2
14983869,2
14984662,2
14985036,2
14985117,2
14986544,2
14986841,2
14987514,2
14987880,2
14990112,2
14991184,2
14994032,2
14994351,2
14996133,2
14997006,2
14997156,2
14998358,2
15003798,2
15007120,2
15007263,2
15007883,2
15009171,2
15011693,2
15011780,2
15012486,2
15017126,2
15017412,2
15019754,2
15021056,2
15021085,2
15021381,2
15021990,2
15022214,2
15022384,2
15022702,2
15023095,2
15024410,2
15026000,2
15026605,2
15029604,2
15030019,2
15031724,2
15032300,2
15035209,2
15036271,2
15040988,2
15044309,2
15044487,2
15046153,2
15046640,2
15046754,2
15047535,2
15047886,2
15048470,2
15050354,2
15050802,2
15052015,2
15052861,2
15053224,2
15053754,2
15056574,2
15057237,2
15059638,2
15059986,2
15061640,2
15062332,2
15062517,2
15062946,2
15064082,2
15067411,2
15067424,2
15068522,2
15069023,2
15069253,2
15070424,2
15072741,2
15074882,2
15075693,2
15078634,2
15081649,2
15084872,2
15085192,2
15086970,2
15087675,2
15089176,2
15091191,2
15091490,2
15093915,2
15096041,2
15096096,2
15096908,2
15097807,2
15098631,2
15099678,2
15100622,2
15100697,2
15102545,2
15103682,2
15106382,2
15107126,2
15110000,2
15111284,2
15111333,2
15112244,2
15112576,2
15113653,2
15114186,2
15118142,2
15118921,2
15120669,2
15120789,2
15120886,2
15120975,2
15124448,2
15127353,2
15128132,2
15129030,2
15129460,2
15129672,2
15134027,2
15134323,2
15138829,2
15138844,2
15139384,2
15140762,2
15145138,2
15146659,2
15146870,2
15147362,2
15148235,2
15149546,2
15150378,2
15150453,2
15150904,2
15151022,2
15151822,2
15153064,2
15155181,2
15159600,2
15159913,2
15161367,2
15163577,2
15165894,2
15166145,2
15169183,2
15172232,2
15172677,2
15174298,2
15175650,2
15176867,2
15177712,2
15179510,2
15182370,2
15182798,2
15183011,2
15183236,2
15183263,2
15183925,2
15189464,2
15192549,2
15192619,2
15192701,2
15193037,2
15193314,2
15195314,2
15196540,2
15196996,2
15197290,2
15203378,2
15203926,2
15204007,2
15207202,2
15210339,2
15211266,2
15211869,2
15212475,2
15212700,2
15213319,2
15215558,2
15219830,2
15220505,2
15220654,2
15220768,2
15221391,0
15222499,2
15225512,2
15225692,2
15228530,2
15231570,2
15233462,2
15234655,2
15235091,2
15235784,2
15236710,2
15237434,2
15237665,2
15238195,2
15238609,2
15238700,2
15238719,2
15240212,2
15241689,2
15244339,2
15244807,2
15245652,2
15246766,2
15247629,2
15248759,2
15249260,2
15250400,2
15250824,2
15251398,2
15251710,2
15257873,2
15258565,2
15258794,2
15259359,2
15259484,2
15260141,2
15261077,2
15262741,2
15263919,2
15265442,2
15265468,2
15266310,2
15266657,2
15268202,0
15268356,0
15268490,0
15268600,0
15269108,0
15270560,0
15271133,0
15271873,0
15273001,0
15273924,0
15274484,0
15276401,0
15276573,0
15277487,0
15279429,0
15280197,0
15281070,0
15281391,0
15281435,0
15282470,0
15282640,0
15284709,0
15288889,0
15289740,2
15289754,2
15292813,2
15293062,2
15293398,2
15293839,2
15293928,2
15295588,2
15296009,2
15298129,2
15299119,2
15299664,2
15300995,2
15301029,2
15301646,2
15303059,0
15303828,2
15304001,2
15304100,2
15304576,2
15305044,2
15305310,2
15308015,2
15309143,2
15309290,2
15309438,2
15315204,2
15315465,2
15319120,2
15320926,2
15322814,2
15326653,2
15328052,2
15328881,2
15329294,2
15330022,2
15330140,2
15335534,2
15335778,2
15341141,2
15342884,2
15343309,2
15343389,2
15343903,2
15344418,2
15345563,2
15345741,2
15346651,2
15348181,2
15350736,2
15353946,2
15355050,2
15357091,2
15358606,2
15358612,2
15358710,2
15360184,2
15360820,2
15363308,2
15365831,2
15367365,2
15367388,2
15368854,2
15368940,2
15369276,2
15370357,2
15371468,2
15372136,2
15373404,2
15375209,2
15377927,2
15378158,2
15378173,2
15378447,2
15378759,2
15379585,2
15380898,2
15383246,2
15384969,2
15384997,2
15385030,2
15387636,2
15388043,2
15388864,2
15389191,2
15390779,2
15391466,2
15393506,2
15393702,2
15394768,2
15395155,2
15395753,2
15398452,2
15398582,2
15399182,2
15400549,2
15400599,2
15404565,2
15404961,2
15405527,2
15406715,2
15407637,2
15409948,2
15414963,2
15415753,2
15416371,2
15416791,2
15418628,2
15421484,2
15424136,2
15426668,2
15428595,2
15429807,2
15430114,2
15430971,2
15431559,2
15433452,2
15435149,2
15435535,2
15436523,2
15436528,2
15438913,2
15439048,2
15440083,2
15440437,0
15440629,2
15443919,2
15444285,2
15446403,2
15446424,2
15447907,2
15448383,2
15448394,2
15449744,2
15450110,2
15450660,2
15451869,2
15454901,2
15455135,2
15455314,2
15455458,2
15458694,2
15463671,2
15464687,2
15464697,2
15466306,2
15467110,2
15467680,2
15471640,2
15473538,2
15474755,2
15474813,2
15477077,2
15477189,2
15477558,2
15480206,2
15482138,2
15483390,2
15483803,2
15485170,2
15486163,2
15488022,2
15488134,2
15489291,2
15489724,2
15492655,2
15495117,2
15496491,2
15497298,2
15498456,2
15501036,2
15501088,2
15502008,2
15502225,2
15502432,2
15503516,2
15504320,2
15508377,2
15509954,2
15510241,2
15510945,2
15511055,2
15511737,2
15519766,2
15520209,2
15521789,2
15524727,2
15524948,2
15525272,2
15525413,2
15526937,2
15526966,2
15527976,2
15529125,2
15530719,2
15532183,2
15533969,2
15534751,2
15535681,2
15536090,2
15536703,2
15537302,2
15537750,2
15540010,2
15540030,2
15542125,2
15542226,2
15543748,2
15543780,2
15544199,2
15544743,2
15544883,2
15545122,2
15546191,2
15546287,2
15546481,2
15546975,2
15547105,2
15547487,2
15547853,2
15548538,2
15549900,2
15549932,2
15550242,2
15552371,2
15552727,2
15554664,2
15554960,2
15555761,2
15556847,2
15557891,2
15561456,2
15563349,2
15563891,2
15564045,2
15565153,2
15565666,2
15565901,2
15567292,2
15567945,2
15570138,2
15573838,2
15574517,2
15576928,2
15576967,2
15577545,2
15579178,2
15580570,2
15582106,2
15584149,2
15584967,2
15586535,2
15587241,2
15587483,2
15587517,2
15588165,2
15588406,2
15588688,2
15588813,2
15589667,2
15590115,2
15590742,2
15591363,2
15591784,2
15592151,2
15592702,2
15593696,2
15593747,0
15594244,2
15597121,2
15597241,2
15598131,2
15600774,2
15601396,2
15602334,2
15602743,2
15603399,2
15604264,2
15604712,2
15610358,2
15612015,2
15614141,2
15615152,2
15616636,2
15617049,2
15617781,2
15619273,2
15621325,2
15623583,2
15625100,2
15625727,2
15627090,2
15630365,2
15632382,2
